UCI,UCI_version
18707632-7aa0-49f8-94cd-4e65f6792bc4,1
6768da32-b11a-4dc5-9bef-4833adf0a60d,1
daf59882-841d-4d29-a6d6-e4bc1a6f1b49,1
310acf2b-9f28-40c8-b118-6279187c2396,1
dccaecef-6663-4427-a011-5f053d31ee9c,1
2fdcd61c-81dd-471c-a745-13cf61722397,1
5390b55f-fe3b-4626-8e5e-1f1fd7091173,2
b3dfda84-e0d4-4798-b72a-6b2cbb12f84d,3
f5be9c6b-28e7-43ba-8669-20302099bba7,1
22437582-47d9-4610-b67d-5357d1a4954b,1
44f2aa2f-79b4-4a70-bce6-1f239ccf29f3,1
c464cbd6-6022-4cc1-8c1e-055f77603e3a,1
26b57840-2321-4526-927a-ef00bbf28bc9,1
bdd881fb-1ad1-4db3-9b18-bae781dde72f,3
6928b673-ab0c-4f75-b582-d7e2a95eeebd,1
5b7214f6-2e9f-4442-bd47-e17fe5f988a9,1
0986b6fb-dd5b-47bb-be02-1812e9ef719d,1
23ef2471-7163-4071-ab31-ffa80e5a3254,3
13951ec2-a8b9-4fda-9e38-74cf80d179c0,1
80423a27-962c-43e5-b0ba-25156dcb0e6d,8
9fd47053-d3c7-47e0-9e15-191104bf13bd,1
d877043b-4847-41a7-9f3d-b7b24ab98ac4,1
2fdd7910-80ca-4810-ace6-afc47e41a03a,1
61aac953-3ed2-4205-996d-67255ccd18cc,1
d257489e-6a5e-4506-aaa4-067df2b3938f,1
a82eec87-745b-4da1-87f6-c542c65792ee,1
bf4f22a8-2cc0-4194-97fe-2d7068b8223e,1
0cb2e0e6-12ff-48ad-b9f9-c2c454f7b72a,1
c3d49951-ae81-4dfc-a582-a3e402c04568,1
50d12eb0-1c37-490d-a6ed-e283982b5409,2
8ed1d6ae-be81-46a9-be0f-e73ce792bfc2,1
01cb9ff0-3621-43cd-a7b6-2a562b00c67c,4
4df9f2aa-85ac-46c4-9be5-9ace5d5ed391,3
eebec87a-c1c3-41a0-a310-6ff5de05bdf8,4
c82fafc4-26a4-470d-992b-2f15eeb31099,1
e6403689-9e14-4684-90d7-fe24122c5096,2
8cd15978-4b26-4eeb-bd25-ad6dbb1d61b1,1
3847968d-b529-479c-b371-1d65b973a440,1
