OfferID,ZoneID,TPNB
A30798049,7,074014672
A30798049,9,074014672
A30798050,6,050736332
A30798050,5,050736332
A30798050,7,050736332
A30798050,9,050736332
A30798051,5,050253534
A30798051,7,050253534
A30798051,6,050253534
A30798051,9,050253534
A30798052,5,061188786
A30798052,7,061188786
A30798052,6,061188786
A30798052,9,061188786
A30798053,15,060552234
A30798053,8,060552234
A30798053,5,060552234
A30798053,7,060552234
A30798053,6,060552234
A30798053,9,060552234
A30798054,5,072293343
A30798054,7,072293343
A30798054,6,072293343
A30798054,9,072293343
A30798055,5,060956576
A30798055,7,060956576
A30798055,6,060956576
A30798055,9,060956576
A30798056,5,051638464
A30798056,6,051638464
A30798056,9,051638464
A30798056,7,051638464
A30798057,5,051800387
A30798057,6,051800387
A30798057,9,051800387
A30798057,7,051800387
A30798059,5,074014504
A30798059,6,074014504
A30798059,9,074014504
A30798059,7,074014504
A30798060,5,054930308
A30798060,6,054930308
A30798060,9,054930308
A30798060,7,054930308
A30798061,5,050248005
A30798061,6,050248005
A30798061,7,050248005
A30798061,9,050248005
A30798062,5,050968610
A30798062,6,050968610
A30798062,7,050968610
A30798062,5,050968610-001
A30798062,6,050968610-001
A30798062,7,050968610-001
A30798062,9,050968610-001
A30798062,9,050968610
A30798063,5,061272293
A30798063,6,061272293
A30798063,7,061272293
A30798063,9,061272293
A30798064,5,073457926
A30798064,6,073457926
A30798064,7,073457926
A30798064,9,073457926
A30798065,5,073457955
A30798065,6,073457955
A30798065,7,073457955
A30798065,9,073457955
R30791305,12,054400654
R30791305,13,071250557
R30791305,13,054400654-004
R30791305,12,071250557
R30791305,12,054400654-005
R30791305,13,054400654
R30791305,12,054400654-001
R30791305,12,054400654-006
R30791305,13,054400654-005
R30791305,13,054400654-001
R30791305,13,054400654-002
R30791305,12,054400654-004
R30791305,13,054400654-006
R30791305,12,054400654-002
A30792905,9,057132177
A30792905,15,057132177
A30797705,5,060493666
A30797705,6,060493666
A30797705,7,060493666
A30797705,9,060493666
A30797706,5,074179902
A30797706,6,074179902
A30797706,7,074179902
A30797706,9,074179902
A30797707,5,068023762
A30797707,6,068023762
A30797707,7,068023762
A30797707,9,068023762
A30797708,5,050339923
A30797708,6,050339923
A30797708,7,050339923
A30797708,9,050339923
A30797709,8,067984996
A30797709,15,067984996
A30797709,5,067984996
A30797709,6,067984996
A30797709,7,067984996
A30797709,9,067984996
A30797710,5,051926048
A30797710,6,051926048
A30797710,7,051926048
A30797710,9,051926048
A30797711,5,051926336
A30797711,6,051926336
A30797711,7,051926336
A30797711,9,051926336
A30797712,5,051797919
A30797712,6,051797919
A30797712,7,051797919
A30797712,9,051797919
A30797713,5,071772924
A30797713,6,071772924
A30797713,7,071772924
A30797713,9,071772924
A30797714,5,071772803
A30797714,6,071772803
A30797714,7,071772803
A30797714,9,071772803
A30797715,5,066098232
A30797715,6,066098232
A30797715,7,066098232
A30797715,9,066098232
A30797716,5,056021483
A30797716,6,056021483
A30797716,7,056021483
A30797716,9,056021483
A30797717,5,056020582
A30797717,6,056020582
A30797717,7,056020582
A30797717,9,056020582
A30797718,5,067574976
A30797718,6,067574976
A30797718,7,067574976
A30797718,9,067574976
A30797719,5,065897814
A30797719,6,065897814
A30797719,7,065897814
A30797719,9,065897814
A30797720,5,059736646
A30797720,6,059736646
A30797720,7,059736646
A30797720,9,059736646
A30797722,5,050557503
A30797722,6,050557503
A30797722,7,050557503
A30797722,9,050557503
A30797723,5,072645999
A30797723,6,072645999
A30797723,7,072645999
A30797723,9,072645999
A30797724,5,072646024
A30797724,6,072646024
A30797724,7,072646024
A30797724,9,072646024
A30797725,5,072645964
A30797725,6,072645964
A30797725,7,072645964
A30797725,9,072645964
A30797726,5,071931846
A30797726,6,071931846
A30797726,7,071931846
A30797726,9,071931846
A30797727,5,071931875
A30797727,6,071931875
A30797727,7,071931875
A30797727,9,071931875
A30797728,5,073132781
A30797728,6,073132781
A30797728,7,073132781
A30797728,9,073132781
A30797729,5,058558501
A30797729,6,058558501
A30797729,7,058558501
A30797729,9,058558501
A30797730,5,066579239
A30797730,6,066579239
A30797730,7,066579239
A30797730,9,066579239
A30797731,5,071322916
A30797731,6,071322916
A30797731,7,071322916
A30797731,9,071322916
A30797732,5,071844137
A30797732,6,071844137
A30797732,7,071844137
A30797732,9,071844137
A30797733,5,071844051
A30797733,6,071844051
A30797733,7,071844051
A30797733,9,071844051
A30797734,5,071264760
A30797734,6,071264760
A30797734,7,071264760
A30797734,9,071264760
A30797735,5,071264875
A30797735,6,071264875
A30797735,7,071264875
A30797735,9,071264875
A30797736,5,067209464
A30797736,6,067209464
A30797736,7,067209464
A30797736,9,067209464
A30797737,5,054323221
A30797737,6,054323221
A30797737,7,054323221
A30797737,9,054323221
A30797738,5,071214077
A30797738,6,071214077
A30797738,7,071214077
A30797738,9,071214077
A30797739,5,072350230
A30797739,6,072350230
A30797739,7,072350230
A30797739,9,072350230
A30797740,5,072350201
A30797740,6,072350201
A30797740,7,072350201
A30797740,9,072350201
A30797742,5,057340798
A30797742,6,057340798
A30797742,7,057340798
A30797742,9,057340798
A30797743,5,064511127
A30797743,6,064511127
A30797743,7,064511127
A30797743,9,064511127
A30797744,5,071313991
A30797744,6,071313991
A30797744,7,071313991
A30797744,9,071313991
A30797745,5,061041745
A30797745,6,061041745
A30797745,7,061041745
A30797745,9,061041745
A30797746,5,074190185
A30797746,6,074190185
A30797746,7,074190185
A30797746,9,074190185
A30797747,5,072381515
A30797747,6,072381515
A30797747,7,072381515
A30797747,9,072381515
A30797748,5,051481849
A30797748,6,051481849
A30797748,7,051481849
A30797748,9,051481849
A30859046,9,052820563
A30859046,6,052820563-001
A30859046,9,052820655
A30859046,8,052820528
A30859046,7,052820563-001
A30859046,15,050988407-001
A30859046,8,050988407
A30859046,6,052820563
A30859046,15,052820655
A30859046,9,052820528
A30859046,8,052820655-001
A30859046,7,050988407
A30859046,8,050988407-001
A30859046,8,052820563
A30859046,8,052820563-001
A30859046,15,052820528
A30859046,15,052820655-001
A30859046,5,052820528-001
A30859046,7,052820655-001
A30859046,15,052820563-001
A30859046,15,052820528-001
A30859046,5,052820655-001
A30859046,9,052820563-001
A30859046,5,052820528
A30859046,15,050988407
A30859046,6,052820655-001
A30859046,8,052820655
A30859046,6,050988407-001
A30859046,6,052820528
A30859046,15,052820563
A30859046,9,050988407
A30859046,6,052820528-001
A30859046,7,052820528
A30859046,9,050988407-001
A30859046,7,052820655
A30859046,9,052820528-001
A30859046,6,050988407
A30859046,7,050988407-001
A30859046,5,052820655
A30859046,5,050988407-001
A30859046,9,052820655-001
A30859046,7,052820528-001
A30859046,5,052820563
A30859046,5,052820563-001
A30859046,6,052820655
A30859046,7,052820563
A30859046,5,050988407
A30859046,8,052820528-001
A30859471,5,065400107
A30859471,9,065400107
A30859471,7,065400107
A30859471,6,065400107
A30859472,9,063131060
A30859472,7,063131060
A30859472,6,063131060
A30859472,5,063131060
A30859473,9,066471176
A30859473,7,066471176
A30859473,6,066471176
A30859473,5,066471176
A30859474,7,063130936
A30859474,6,063130936
A30859474,5,063130936
A30859474,9,063130936
A30859475,7,071703777
A30859475,6,071703777
A30859475,5,071703777
A30859475,9,071703777
A30859476,7,063130556
A30859476,6,063130556
A30859476,5,063130556
A30859476,9,063130556
A30859477,7,073978085
A30859477,6,073978085
A30859477,5,073978085
A30859477,9,073978085
A30807528,7,071322818
A30807528,9,071322818
A30807528,6,071322818
A30807528,5,071322818
R30791388,12,073291355
R30791388,13,073291355
R30791388,13,073291378
R30791388,12,073291378
A30859846,6,062691025-002
A30859846,5,062691025-003
A30859846,7,062691025-002
A30859846,9,062691025
A30859846,7,062691025-003
A30859846,5,062691025
A30859846,7,062691025-001
A30859846,6,062691025
A30859846,5,062691025-002
A30859846,6,062691025-001
A30859846,6,062691025-003
A30859846,7,062691025
A30859846,9,062691025-002
A30859846,9,062691025-001
A30859846,9,062691025-003
A30859846,5,062691025-001
A30860370,9,066499132
A30860370,5,066499132
A30860370,6,066499132
A30860370,7,066499132
A30860371,9,066498496
A30860371,5,066498496
A30860371,7,066498496
A30860371,6,066498496
A30860372,9,066499420
A30860372,5,066499420
A30860372,7,066499420
A30860372,6,066499420
A30860373,9,066497203
A30860373,5,066497203
A30860373,7,066497203
A30860373,6,066497203
A30860374,9,059361228
A30860374,5,059361228
A30860374,7,059361228
A30860374,6,059361228
A30860375,9,059361265
A30860375,5,059361265
A30860375,7,059361265
A30860375,6,059361265
A30860376,9,073324859
A30860376,5,073324859
A30860376,7,073324859
A30860376,6,073324859
A30860377,9,073324836
A30860377,7,073324836
A30860377,5,073324836
A30860377,6,073324836
A30860378,9,073314744
A30860378,7,073314744
A30860378,5,073314744
A30860378,6,073314744
A30860379,9,073314785
A30860379,7,073314785
A30860379,5,073314785
A30860379,6,073314785
A30860380,9,062330920
A30860380,7,062330920
A30860380,5,062330920
A30860380,6,062330920
A30860381,9,062330937
A30860381,7,062330937
A30860381,5,062330937
A30860381,6,062330937
A30860382,9,062330839
A30860382,7,062330839
A30860382,5,062330839
A30860382,6,062330839
A30860466,6,067202828
A30860466,5,067202828
A30860466,9,067202828
A30860466,7,067202828
A30806785,9,058202491
A30806786,9,059530708
A30806787,9,059530906
A30806788,9,071323005
A30807696,5,050237502
A30807696,6,050237502
A30807696,7,050237502
A30807696,5,050237502-003
A30807696,5,050237502-002
A30807696,5,050237502-001
A30807696,6,050237502-003
A30807696,6,050237502-002
A30807696,6,050237502-001
A30807696,7,050237502-003
A30807696,7,050237502-002
A30807696,7,050237502-001
A30807697,5,074102049
A30807697,6,074102049
A30807697,7,074102049
A30807698,5,064554560
A30807698,6,064554560
A30807698,7,064554560
A30807699,5,050237531
A30807699,6,050237531
A30807699,7,050237531
A30807700,5,054213680
A30807700,6,054213680
A30807700,7,054213680
A30807701,6,050237871
A30807701,5,050237871
A30807701,7,050237871
A30807702,6,050869065
A30807702,5,050869065
A30807702,7,050869065
A30807703,6,051285667
A30807703,5,051285667
A30807703,7,051285667
A30782329,7,072550609
A30782329,6,072550609
A30782329,5,072550609
A30782329,9,072550609
A30782330,6,072550523
A30782330,5,072550523
A30782330,9,072550523
A30782330,7,072550523
A30782331,6,072550575
A30782331,5,072550575
A30782331,9,072550575
A30782331,7,072550575
A30782332,6,073571836
A30782332,5,073571836
A30782332,9,073571836
A30782332,7,073571836
A30807860,9,066614567
A30807860,7,066614567
A30807860,6,066614567
A30807860,5,066614567
A30807861,9,066615036
A30807861,7,066615036
A30807861,6,066615036
A30807861,5,066615036
A30807862,9,070678813
A30807862,7,070678813
A30807862,6,070678813
A30807862,5,070678813
A30795425,9,052364457
A30795425,15,052364457
A30795429,9,057693497
A30795429,15,057693497
A30807707,5,051172213
A30807707,7,051172213
A30807707,6,051172213
A30807709,5,057668770
A30807709,6,057668770-001
A30807709,7,057668770
A30807709,6,057668770
A30807709,5,057668770-001
A30807709,7,057668770-001
A30807710,5,051732588
A30807710,7,051732588
A30807710,6,051732588
A30807712,5,050723445
A30807712,7,050723445
A30807712,6,050723445
A30807713,5,070630363
A30807713,7,070630363
A30807713,6,070630363
R30893788,12,071231407
R30893788,13,071231407
R30893789,12,056592566
R30893789,13,056592566
R30893790,12,062287049
R30893790,13,062287049
R30893790,13,062287049-002
R30893790,13,062287049-001
R30893790,12,062287049-002
R30893790,12,062287049-001
R30893791,12,060857716
R30893791,13,060857716
R30893791,13,060857716-002
R30893791,13,060857716-001
R30893791,12,060857716-002
R30893791,12,060857716-001
R30893792,12,067181736
R30893792,13,067181736
R30893793,12,073921204
R30893793,13,073921204
R30893794,12,073921193
R30893794,13,073921193
R30893795,12,072419524
R30893795,13,072419524
R30893796,12,071825287
R30893796,13,071825287
R30893797,12,073906396
R30893797,13,073906396
R30893798,12,072678240
R30893798,13,072678240
R30893799,13,072678314
R30893799,12,072678314
R30893800,13,073870880
R30893800,12,073870880
R30893801,13,066340591
R30893801,12,066340591
A30807813,8,066117827
A30807813,15,066117827
R30893802,13,050645952
R30893802,12,050645952
R30893802,12,050645952-001
R30893802,13,050645952-001
R30893803,13,072350564
R30893803,12,072350564
R30893804,13,072395954
R30893804,12,072395954
R30893805,13,073685108
R30893805,12,073685108
R30893806,13,071564261
R30893806,12,071564261
R30893807,13,052850544
R30893807,12,052850544
R30893807,12,052850544-002
R30893807,12,052850544-001
R30893807,13,052850544-002
R30893807,13,052850544-001
R30893808,13,051432724
R30893808,12,051432724
R30893808,12,051432724-002
R30893808,12,051432724-001
R30893808,13,051432724-002
R30893808,13,051432724-001
R30893809,13,062401330
R30893809,12,062401330
R30893809,13,062401330-002
R30893809,12,062401330-002
R30893810,13,070587794
R30893810,12,070587794
R30893811,13,070587811
R30893811,12,070587811
R30893812,13,056859488
R30893812,12,056859488
R30893812,13,056859488-001
R30893812,12,056859488-001
R30893813,13,051323151
R30893813,12,051323151
R30893813,13,051323151-001
R30893813,12,051323151-001
R30893814,13,051323145
R30893814,12,051323145
R30893814,12,051323145-001
R30893814,13,051323145-001
R30893815,13,072306629
R30893815,12,072306629
R30893816,13,072306693
R30893816,12,072306693
A30774506,15,051551001
A30774506,9,051551001
A30774507,15,051734678
A30774507,9,051734678
A30774508,15,071248457
A30774508,9,071248457
A30774509,15,071262451
A30774509,9,071262451
A30774510,15,071248250
A30774510,9,071248250
A30774511,15,073604177
A30774511,9,073604177
A30774512,15,071248394
A30774512,9,071248394
A30889027,9,052504517
A30807959,9,052160404
R30889307,12,072916719
R30889307,13,072916719
R30889345,12,070179586
R30889345,13,070179586
A30807984,9,066117827
R30889367,12,074403373
R30889367,13,074403373
R30796171,12,073273728
R30796171,13,073273728
A30775045,6,053493331
A30775045,5,053493331
A30775045,6,053493331-001
A30775045,9,053493331-001
A30775045,5,053493331-001
A30775045,7,053493331
A30775045,7,053493331-001
A30775045,9,053493331
A30793859,8,053474642
A30793859,15,053474642
A30807834,8,051191150
A30807834,15,051191150
A30807836,15,051172242-001
A30807836,8,051172242-001
A30807836,8,051172242
A30807836,15,051172242
A30807837,8,074188908
A30807837,15,074188908
A30807839,8,052961672
A30807839,15,052961672
A30807840,8,050671494
A30807840,15,050671494
A30807841,8,072680426
A30807841,15,072680426
A30807842,8,053052243
A30807842,15,053052243
A30807845,8,061125946
A30807845,15,061125946
A30807846,15,061125952
A30807846,8,061125952
A30859565,15,072512051
A30859565,8,072512051
A30859565,7,072512051
A30859565,6,072512051
A30859565,5,072512051
A30840868,8,054404068
A30840868,8,054404068-001
A30840868,15,054404068-001
A30840868,15,054404068
A30840868,5,054404068
A30840868,6,054404068
A30840868,7,054404068
A30840868,9,054404068
A30840868,9,054404068-001
A30840868,6,054404068-001
A30840868,7,054404068-001
A30840868,5,054404068-001
A30840869,5,073291390
A30840869,6,073291390
A30840869,7,073291390
A30840869,9,073291390
A30840876,7,067327623-001
A30840876,5,067327623
A30840876,6,067327623
A30840876,7,067327623
A30840876,9,067327623
A30840876,9,067327623-001
A30840876,5,067327623-001
A30840876,6,067327623-001
A30840870,5,050484456
A30840870,6,050484456
A30840870,7,050484456
A30840870,9,050484456
A30840870,9,050484456-002
A30840870,9,050484456-001
A30840870,6,050484456-002
A30840870,6,050484456-001
A30840870,7,050484456-002
A30840870,7,050484456-001
A30840870,5,050484456-002
A30840870,5,050484456-001
A30840871,5,074287704
A30840871,6,074287704
A30840871,7,074287704
A30840871,9,074287704
A30840872,5,057904255
A30840872,6,057904255
A30840872,7,057904255
A30840872,9,057904255
A30840872,9,057904255-001
A30840872,7,057904255-001
A30840872,6,057904255-001
A30840872,5,057904255-001
A30840873,7,059099339
A30840873,5,059099339
A30840873,6,059099339
A30840873,9,059099339
A30840873,9,059099339-001
A30840873,7,059099339-001
A30840873,6,059099339-001
A30840873,5,059099339-001
A30795607,5,071903258
A30795607,6,071903258
A30795607,7,071903258
A30795608,5,067041806
A30795608,6,067041806
A30795608,7,067041806
A30795608,9,067041806
A30795609,5,067481525
A30795609,6,067481525
A30795609,7,067481525
A30795609,9,067481525
A30795610,5,050465410
A30795610,6,050465410
A30795610,7,050465410
A30795610,9,050465410
A30795611,5,059817228
A30795611,6,059817228
A30795611,7,059817228
A30795611,9,059817228
A30795612,5,059818129
A30795612,6,059818129
A30795612,7,059818129
A30795612,9,059818129
A30795613,5,051437984
A30795613,6,051437984
A30795613,7,051437984
A30795613,9,051437984
A30795614,5,050233725
A30795614,6,050233725
A30795614,7,050233725
A30795614,9,050233725
A30795615,5,064527719
A30795615,6,064527719
A30795615,7,064527719
A30795615,9,064527719
A30795616,5,073471943
A30795616,6,073471943
A30795616,7,073471943
A30795616,9,073471943
A30795617,5,067481456
A30795617,6,067481456
A30795617,7,067481456
A30795617,9,067481456
A30795618,5,071355612
A30795618,6,071355612
A30795618,7,071355612
A30795618,9,071355612
A30795619,5,073457914
A30795619,6,073457914
A30795619,7,073457914
A30795619,9,073457914
A30795620,5,073457575
A30795620,6,073457575
A30795620,7,073457575
A30795620,9,073457575
A30795621,5,067042464
A30795621,6,067042464
A30795621,7,067042464
A30795621,9,067042464
A30795622,5,071264604
A30795622,6,071264604
A30795622,7,071264604
A30795622,9,071264604
A30795623,5,074189372
A30795623,6,074189372
A30795623,7,074189372
A30795623,9,074189372
A30795624,5,070930152
A30795624,6,070930152
A30795624,7,070930152
A30795624,9,070930152
A30795625,5,073939529
A30795625,6,073939529
A30795625,7,073939529
A30795625,9,073939529
A30795626,5,073458073
A30795626,6,073458073
A30795626,7,073458073
A30795626,9,073458073
A30795627,5,072381636
A30795627,6,072381636
A30795627,7,072381636
A30795627,9,072381636
A30795628,5,072381976
A30795628,6,072381976
A30795628,7,072381976
A30795628,9,072381976
A30795629,5,050228686
A30795629,6,050228686
A30795629,7,050228686
A30795629,9,050228686
A30795630,5,072388427
A30795630,6,072388427
A30795630,7,072388427
A30795630,9,072388427
A30795631,8,057824827
A30795631,15,057824827
A30795631,5,057824827
A30795631,6,057824827
A30795631,7,057824827
A30795631,9,057824827
A30795632,5,058380779
A30795632,6,058380779
A30795632,7,058380779
A30795632,9,058380779
A30795632,8,058380779
A30795632,15,058380779
A30840874,5,059783923
A30840874,9,059783923-001
A30840874,6,059783923
A30840874,7,059783923
A30840874,9,059783923
A30840874,7,059783923-001
A30840874,5,059783923-001
A30840874,6,059783923-001
A30840875,9,067327410
A30840875,5,067327410
A30840875,6,067327410
A30840875,7,067327410
A30840875,9,067327410-001
A30840875,7,067327410-001
A30840875,5,067327410-001
A30840875,6,067327410-001
A30859818,8,050986317
A30859818,8,050986317-002
A30859818,15,050986317-001
A30859818,15,050986317-002
A30859818,15,050986317
A30859818,8,050986317-001
A30859852,7,055251281
A30859852,9,055251281
A30859852,6,055251281
A30859852,5,055251281
A30807952,6,061125216-001
A30807952,6,061125216
A30807952,5,061125216
A30807952,15,061125216-001
A30807952,9,061125216
A30807952,5,061125216-001
A30807952,8,061125216-001
A30807952,7,061125216
A30807952,8,061125216
A30807952,15,061125216
A30807952,9,061125216-001
A30807952,7,061125216-001
A30827206,15,071167437
A30827206,6,071167437
A30827206,5,071167437
A30827206,9,071167437
A30827206,7,071167437
A30827206,8,071167437
A30827207,15,072217441
A30827207,6,072217441
A30827207,5,072217441
A30827207,9,072217441
A30827207,7,072217441
A30827207,8,072217441
A30827208,8,065663573
A30827208,15,065663573
A30827208,6,065663573
A30827208,5,065663573
A30827208,9,065663573
A30827208,7,065663573
A30827209,15,065664071
A30827209,8,065664071
A30827209,6,065664071
A30827209,5,065664071
A30827209,9,065664071
A30827209,7,065664071
A30827210,8,065664399
A30827210,15,065664399
A30827210,6,065664399
A30827210,5,065664399
A30827210,9,065664399
A30827210,7,065664399
A30827211,8,065672458
A30827211,15,065672458
A30827211,6,065672458
A30827211,5,065672458
A30827211,9,065672458
A30827211,7,065672458
A30827212,6,065652678
A30827212,5,065652678
A30827212,9,065652678
A30827212,7,065652678
A30827213,5,067534320
A30827213,6,067534320
A30827213,9,067534320
A30827213,7,067534320
A30827214,6,066274536
A30827214,5,066274536
A30827214,9,066274536
A30827214,7,066274536
A30827215,6,071231540
A30827215,5,071231540
A30827215,9,071231540
A30827215,7,071231540
A30827216,6,051515362
A30827216,5,051515362
A30827216,9,051515362
A30827216,7,051515362
A30827217,6,051735441
A30827217,5,051735441
A30827217,7,051735441
A30827217,6,051735441-001
A30827217,5,051735441-001
A30827217,7,051735441-001
A30827217,9,051735441-001
A30827217,9,051735441
A30827218,5,071214100
A30827218,7,071214100
A30827218,6,071214100
A30827218,9,071214100
A30818958,6,053766147
A30818958,5,053766147
A30818958,9,053766147
A30818958,7,053766147
A30818959,6,053766176
A30818959,5,053766176
A30818959,9,053766176
A30818959,7,053766176
A30818960,6,070153461
A30818960,9,070153461
A30818960,7,070153461
A30818960,5,070153461
A30818961,6,070153478
A30818961,5,070153478
A30818961,9,070153478
A30818961,7,070153478
A30818962,6,070153484
A30818962,5,070153484
A30818962,9,070153484
A30818962,7,070153484
A30818963,6,070153490
A30818963,5,070153490
A30818963,7,070153490
A30818963,9,070153490
A30818964,6,070724264
A30818964,5,070724264
A30818964,7,070724264
A30818964,9,070724264
A30818965,6,070724304
A30818965,5,070724304
A30818965,9,070724304
A30818965,7,070724304
A30818966,6,070724333
A30818966,5,070724333
A30818966,9,070724333
A30818966,7,070724333
A30818967,6,070724362
A30818967,5,070724362
A30818967,9,070724362
A30818967,7,070724362
A30818968,6,070724483
A30818968,5,070724483
A30818968,9,070724483
A30818968,7,070724483
A30818969,6,070724615
A30818969,5,070724615
A30818969,9,070724615
A30818969,7,070724615
A30818970,5,070724736
A30818970,6,070724736
A30818970,9,070724736
A30818970,7,070724736
A30824186,8,053194161
A30824186,15,053194161
A30824186,5,053194161
A30824186,9,053194161
A30824186,6,053194161
A30824446,6,053150697
A30824446,9,053150697-001
A30824446,5,053150697-001
A30824446,6,053150697-001
A30824446,9,053150697
A30824446,5,053150697
A30824486,5,053151039-001
A30824486,6,053151039
A30824486,5,053151039
A30824486,9,053151039-001
A30824486,6,053151039-001
A30824486,9,053151039
A30824545,5,055884608-002
A30824545,6,055884580
A30824545,9,055884608
A30824545,9,055884580
A30824545,6,055884580-001
A30824545,9,055884608-002
A30824545,9,055884580-001
A30824545,5,055884580-001
A30824545,5,055884608
A30824545,6,055884608
A30824545,5,055884580
A30824545,6,055884608-002
A30836246,6,050117132
A30836246,9,050117132-001
A30836246,5,050117132-001
A30836246,5,050117132
A30836246,6,050117132-001
A30836246,9,050117132
A30844406,6,058265718
A30844406,5,058265718
A30844406,15,058265718
A30844406,8,058265718
A30844406,9,058265718
A30844406,7,058265718
A30844407,6,067508692
A30844407,5,067508692
A30844407,15,067508692
A30844407,8,067508692
A30844407,9,067508692
A30844407,7,067508692
A30844408,6,071280481
A30844408,5,071280481
A30844408,15,071280481
A30844408,8,071280481
A30844408,9,071280481
A30844408,7,071280481
A30823945,15,073780220
A30823945,8,073780220
A30823945,5,073780220
A30823945,9,073780220
A30823945,6,073780220
A30829085,7,062618892
A30829085,5,062618892
A30829085,9,062618892
A30829085,6,062618892
A30839526,7,074694050
A30839526,9,074694050
A30839526,6,074694050
A30839526,5,074694050
A30846945,8,054220291-001
A30846945,6,054220291-003
A30846945,7,054220291
A30846945,7,054220291-001
A30846945,15,054220291-001
A30846945,9,054220291-002
A30846945,5,054220291-001
A30846945,8,054220291
A30846945,7,054220291-003
A30846945,15,054220291-003
A30846945,8,054220291-002
A30846945,6,054220291-002
A30846945,5,054220291-002
A30846945,6,054220291-001
A30846945,9,054220291-001
A30846945,9,054220291-003
A30846945,5,054220291
A30846945,9,054220291
A30846945,15,054220291
A30846945,7,054220291-002
A30846945,6,054220291
A30846945,15,054220291-002
A30846945,5,054220291-003
A30846945,8,054220291-003
A30834865,6,071955518
A30834865,5,071955518
A30834865,9,071955518
A30834865,7,071955518
A30834866,9,071956004
A30834866,7,071956004
A30834866,6,071956004
A30834866,5,071956004
A30834867,6,071956045
A30834867,5,071956045
A30834867,9,071956045
A30834867,7,071956045
A30834868,7,071956080
A30834868,6,071956080
A30834868,5,071956080
A30834868,9,071956080
A30834869,6,071956120
A30834869,5,071956120
A30834869,9,071956120
A30834869,7,071956120
A30834870,6,072809052
A30834870,5,072809052
A30834870,9,072809052
A30834870,7,072809052
R30867463,13,063296820
R30867463,12,063296820
R30867463,13,063296820-001
R30867463,12,063296820-001
A30827825,15,067113346
A30827825,9,067113346
A30827825,8,067113346
A30827825,7,067113346
A30827825,6,067113346
A30827825,5,067113346
A30825899,9,051595231
A30825899,7,051595231
A30825899,6,051595231
A30825899,5,051595231
A30825900,9,073856546
A30825900,7,073856546
A30825900,6,073856546
A30825900,5,073856546
A30830505,5,067575236
A30830505,7,067575236-001
A30830505,6,067575236
A30830505,5,067575236-001
A30830505,6,067575236-001
A30830505,9,067575236-001
A30830505,9,067575236
A30830505,7,067575236
A30823745,8,052989449
A30823745,15,052989449
A30823745,9,052989449
A30823745,5,052989449
A30823745,6,052989449
R30824085,12,061587106-001
R30824085,13,061587106
R30824085,12,061587106
R30824085,13,061587106-001
A30824285,15,056210599
A30824285,8,056210599
A30824285,6,056210599
A30824285,9,056210599
A30824285,5,056210599
A30829087,7,067819341
A30829087,5,067819341
A30829087,6,067819341
A30829087,9,067819341
A30829505,5,063837446-001
A30829505,6,063837446
A30829505,6,063837446-001
A30829505,5,063837446
A30829505,9,063837446
A30829505,7,063837446-001
A30829505,9,063837446-001
A30829505,7,063837446
A30829545,7,070179592
A30829545,9,070179592
A30829545,5,070179592
A30829545,6,070179592
A30830785,9,072293781
A30830785,7,072293781
A30830785,6,072293781
A30830785,5,072293781
R30815066,12,062381296
R30815066,13,062381296
R30815067,12,073003358
R30815067,13,073003358
R30815068,12,059769970
R30815068,13,059769970
R30815069,12,070077827
R30815069,13,070077827
R30815071,12,072470180
R30815071,13,072470180
R30815072,12,072470243
R30815072,13,072470243
R30815073,12,070183033
R30815073,13,070183033
R30815074,12,070687330
R30815074,13,070687330
R30815075,12,062571657
R30815075,13,062571657
R30815076,12,057501150
R30815076,13,057501150
R30815077,12,070687324
R30815077,13,070687324
R30815078,12,063701987
R30815078,13,063701987
R30815079,12,073171780
R30815079,13,073171780
R30815080,12,072482839
R30815080,13,072482839
R30815081,12,072482614
R30815081,13,072482614
R30815082,12,072677327
R30815082,13,072677327
R30815083,12,071334015
R30815083,13,071334015
R30815084,12,070923132
R30815084,13,070923132
R30823986,12,052983012
R30823986,12,052983012-003
R30823986,12,052983012-004
R30823986,13,052983012-001
R30823986,12,052983012-002
R30823986,13,052983012-004
R30823986,13,052983012-002
R30823986,13,052983012
R30823986,13,052983012-003
R30823986,12,052983012-001
A30829565,6,072916719
A30829565,5,072916719
A30829565,9,072916719
A30829565,7,072916719
A30828586,9,065729721
A30828586,5,065729721
A30828586,7,065729721
A30828586,6,065729721
A30828965,5,073022145
A30828965,6,073022145
A30828965,9,073022145
A30828965,7,073022145
A30829027,9,066460293
A30829027,7,066460293
A30829027,5,066460293
A30829027,6,066460293
A30932425,5,072246509
A30932425,9,072246509
A30932425,7,072246509
A30932425,6,072246509
A30933005,7,074182419
A30933005,5,074182419
A30933005,6,074182419
A30933005,9,074182419
A30849617,15,068208740
A30849617,5,068208740
A30849617,6,068208740
A30849617,9,068208740
A30849617,7,068208740
A30849617,8,068208740
A30829065,6,054064354
A30829065,5,054064354
A30829065,7,054064354
A30829065,9,054064354
A30839805,6,074079082
A30839805,5,074079030
A30839805,6,074078993
A30839805,9,074079082
A30839805,9,074079030
A30839805,6,074079030
A30839805,9,074078993
A30839805,5,074078993
A30839805,5,074079082
A30840005,5,065107720
A30840005,6,065107720
A30840005,7,065107720
A30840005,9,065107720
A30840006,5,065107743
A30840006,6,065107743
A30840006,7,065107743
A30840006,9,065107743
